Name,Feild of work,Author's Pub,Adj.#,Citations,h-index,i10-index,HomePage,ORCID,Institution,Count for ins,Faculty
Yiannis Aloimonos,Robotics,21,4.8,15516.0,77.0,148.0,http://www.prg.cs.umd.edu/,0000-0002-8152-4281,University of Maryland - College Park,14.0,45
Zhicheng Liu,"Hci, Visualization",19,5.0,4000.0,26.0,44.0,http://www.zcliu.org/publications.php,0000-0002-6278-1813,University of Maryland - College Park,14.0,45
Eun Kyoung Choe,Hci,17,3.7,3736.0,27.0,47.0,https://terpconnect.umd.edu/~choe/,0000-0001-5038-8320,University of Maryland - College Park,14.0,45
Amanda Lazar,Hci,16,4.6,2866.0,25.0,41.0,http://amandalazar.net/,0000-0001-8110-4239,University of Maryland - College Park,14.0,45
Michelle L. Mazurek,Security,13,2.5,6564.0,39.0,68.0,http://www.umiacs.umd.edu/~mmazurek/,,University of Maryland - College Park,14.0,45
Huaishu Peng,Hci,13,3.1,880.0,11.0,11.0,http://www.huaishu.me/,,University of Maryland - College Park,14.0,45
Rob Patro,Comp. bio,11,3.5,9883.0,27.0,51.0,http://www.robpatro.net/,0000-0001-8463-1675,University of Maryland - College Park,14.0,45
Matthias Zwicker,"Vision, Graphics",11,2.6,11335.0,54.0,115.0,http://cs.umd.edu/~zwicker,0000-0001-8630-5515,University of Maryland - College Park,14.0,45
MohammadTaghi Hajiaghayi,,9,2.4,15712.0,70.0,236.0,http://www.cs.umd.edu/~hajiagha/,0000-0003-4842-0533,University of Maryland - College Park,14.0,45
Michael W. Otte,Robotics,8,2.1,1052.0,18.0,22.0,http://www.ottelab.com/,0000-0001-7432-0734,University of Maryland - College Park,14.0,45
Hernisa Kacorri,Hci,7,1.8,1062.0,18.0,30.0,http://www.hernisakacorri.com/,,University of Maryland - College Park,14.0,45
Amitabh Varshney,Visualization,7,1.8,10167.0,45.0,88.0,http://www.cs.umd.edu/~varshney,0000-0002-9873-2212,University of Maryland - College Park,14.0,45
John P. Dickerson,"Ai, Ml",6,1.5,4034.0,29.0,58.0,http://jpdickerson.com/,0000-0003-2231-680X,University of Maryland - College Park,14.0,45
Pablo Paredes,Hci,6,1.3,891.0,14.0,15.0,http://med.stanford.edu/pervasivewellbeingtech/,0000-0003-0067-4446,University of Maryland - College Park,14.0,45
Jia-Bin Huang,Vision,5,1.2,17387.0,51.0,78.0,https://jbhuang0604.github.io/,0000-0002-0536-3658,University of Maryland - College Park,14.0,45
Catherine Plaisant,"Visualization, Hci",5,1.1,38718.0,69.0,183.0,https://hcil.umd.edu/catherine-plaisant/,0000-0003-4049-5848,University of Maryland - College Park,14.0,45
Ben Shneiderman,,5,1.4,101720.0,129.0,513.0,http://www.cs.umd.edu/~ben,0000-0002-8298-1097,University of Maryland - College Park,14.0,45
Erin K. Molloy,Comp. bio,4,1.6,2080.0,16.0,17.0,http://ekmolloy.com/,0000-0001-5553-3312,University of Maryland - College Park,14.0,45
Jonathan Lazar,Hci,3,0.5,,,,,0000-0002-6317-1582,University of Maryland - College Park,14.0,45
John S. Baras,Robotics,2,0.6,16985.0,59.0,309.0,http://www.isr.umd.edu/~baras/,0000-0002-4955-8561,University of Maryland - College Park,14.0,45
Abhinav Bhatele,Hpc,2,0.3,4062.0,37.0,83.0,http://www.bhatele.org/,0000-0003-3069-3701,University of Maryland - College Park,14.0,45
Héctor Corrada Bravo,"Ml, Comp. bio",2,0.4,14813.0,40.0,61.0,http://www.hcbravo.org/,0000-0002-1255-4444,University of Maryland - College Park,14.0,45
Jennifer Golbeck,Hci,2,0.5,,,,,0000-0003-3684-307X,University of Maryland - College Park,14.0,45
Hal Daumé III,Nlp,2,0.4,21694.0,67.0,169.0,http://hal3.name/,,University of Maryland - College Park,14.0,45
Mark D. M. Leiserson,Comp. bio,2,0.5,24333.0,22.0,34.0,https://lrgr.io/,0000-0002-1034-4363,University of Maryland - College Park,14.0,45
Keith Marzullo,,2,0.2,,,,,,University of Maryland - College Park,14.0,45
Aravind Srinivasan,,2,0.5,17442.0,65.0,179.0,https://www.cs.umd.edu/~srin,0000-0002-0062-3684,University of Maryland - College Park,14.0,45
Ankur Srivastava,Robotics,2,0.5,,,,,0000-0003-4075-2429,University of Maryland - College Park,14.0,45
David Jacobs 0001,Vision,1,0.2,,,,,,University of Maryland - College Park,14.0,45
Ashok K. Agrawala,,1,0.3,,,,,,University of Maryland - College Park,14.0,45
Benjamin B. Bederson,,1,0.3,22555.0,69.0,159.0,http://www.cs.umd.edu/~bederson,0000-0002-3247-779X,University of Maryland - College Park,14.0,45
Bobby Bhattacharjee,Mobile,1,0.2,,,,,,University of Maryland - College Park,14.0,45
Jordan L. Boyd-Graber,Nlp,1,0.1,11368.0,47.0,110.0,http://umiacs.umd.edu/~jbg,0000-0002-7770-4431,University of Maryland - College Park,14.0,45
Ramani Duraiswami,,1,0.1,,,,,0000-0002-5596-8460,University of Maryland - College Park,14.0,45
Vanessa Frías-Martínez,,1,0.3,2599.0,28.0,48.0,http://www.vanessafriasmartinez.org/,0000-0001-5114-7633,University of Maryland - College Park,14.0,45
Tom Goldstein,Ml,1,0.3,16531.0,49.0,122.0,http://www.cs.umd.edu/~tomg/,,University of Maryland - College Park,14.0,45
Dana S. Nau,,1,0.3,22776.0,66.0,205.0,http://www.cs.umd.edu/~nau,,University of Maryland - College Park,14.0,45
Eytan Ruppin,,1,0.3,28756.0,86.0,262.0,https://ccr.cancer.gov/cancer-data-science-laboratory/eytan-ruppin,,University of Maryland - College Park,14.0,45
Hanan Samet,,1,0.1,37111.0,86.0,250.0,http://www.cs.umd.edu/~hjs,,University of Maryland - College Park,14.0,45
Abhinav Shrivastava,Vision,1,0.3,8869.0,25.0,43.0,http://abhinavsh.info/,,University of Maryland - College Park,14.0,45
Neil Spring,Metrics,1,0.3,12442.0,45.0,68.0,http://www.cs.umd.edu/~nspring/,,University of Maryland - College Park,14.0,45
Daniela Rus,,166,40.2,,,,,0000-0001-5473-3566,Massachusetts Institute of Technology,12.1,41
Wojciech Matusik,Graphics,62,11.8,22945.0,79.0,226.0,http://people.csail.mit.edu/wojciech/,0000-0003-0212-5643,Massachusetts Institute of Technology,12.1,41
Frédo Durand,,45,9.8,,,,,,Massachusetts Institute of Technology,12.1,41
Leslie Pack Kaelbling,Robotics,40,11.7,,,,,0000-0001-6054-7145,Massachusetts Institute of Technology,12.1,41
Tomás Lozano-Pérez,,37,11.2,,,,,0000-0002-8657-2450,Massachusetts Institute of Technology,12.1,41
Russ Tedrake,Robotics,37,13.2,17447.0,69.0,155.0,http://people.csail.mit.edu/russt/,0000-0002-8712-7092,Massachusetts Institute of Technology,12.1,41
Stefanie Müller 0001,Hci,32,5.7,2115.0,23.0,32.0,http://people.csail.mit.edu/stefaniemueller,,Massachusetts Institute of Technology,12.1,41
William T. Freeman,,20,3.6,,,,,0000-0002-2231-7995,Massachusetts Institute of Technology,12.1,41
Julie A. Shah,"Robotics, Ai",20,7.1,,,,,0000-0003-1338-8107,Massachusetts Institute of Technology,12.1,41
Justin Solomon 0001,"Ml, Graphics",15,4.0,8793.0,38.0,77.0,http://people.csail.mit.edu/jsolomon/,0000-0002-7701-7586,Massachusetts Institute of Technology,12.1,41
David R. Karger,,14,4.3,70192.0,96.0,237.0,http://people.csail.mit.edu/karger,0000-0002-0024-5847,Massachusetts Institute of Technology,12.1,41
Rob Miller 0001,Hci,13,3.0,,,,,,Massachusetts Institute of Technology,12.1,41
Jonathan Ragan-Kelley,Graphics,13,2.4,4733.0,28.0,34.0,https://people.csail.mit.edu/jrk,0000-0001-6243-9543,Massachusetts Institute of Technology,12.1,41
Dina Katabi,,11,2.1,34122.0,81.0,160.0,http://groups.csail.mit.edu/netmit/wordpress/people/dina-katabi/,,Massachusetts Institute of Technology,12.1,41
Vivienne Sze,Robotics,9,2.5,15681.0,46.0,100.0,http://www.mit.edu/~sze/,0000-0003-4841-3990,Massachusetts Institute of Technology,12.1,41
Constantinos Daskalakis,Theory,8,3.2,8930.0,52.0,107.0,http://people.csail.mit.edu/costis/,,Massachusetts Institute of Technology,12.1,41
Phillip Isola,"Vision, Ml",8,1.3,53777.0,39.0,53.0,http://web.mit.edu/phillipi,,Massachusetts Institute of Technology,12.1,41
Seth J. Teller,Robotics,8,2.3,17693.0,61.0,122.0,http://people.csail.mit.edu/teller,,Massachusetts Institute of Technology,12.1,41
Antonio Torralba 0001,Vision,7,0.9,102496.0,129.0,244.0,http://web.mit.edu/torralba/www/,,Massachusetts Institute of Technology,12.1,41
Bonnie Berger,,7,2.1,,,,,0000-0002-2724-7228,Massachusetts Institute of Technology,12.1,41
Fadel Adib,"Networks, Mobile",5,1.0,5380.0,22.0,30.0,http://www.mit.edu/~fadel/,,Massachusetts Institute of Technology,12.1,41
David K. Gifford,,5,1.7,,,,,0000-0003-1709-4034,Massachusetts Institute of Technology,12.1,41
Erik D. Demaine,,3,0.6,23862.0,76.0,343.0,https://erikdemaine.org/,0000-0003-3803-5703,Massachusetts Institute of Technology,12.1,41
John V. Guttag,,3,0.8,,,,,0000-0003-0992-0906,Massachusetts Institute of Technology,12.1,41
Manolis Kellis,Comp. bio,3,0.9,145802.0,139.0,298.0,http://compbio.mit.edu/,,Massachusetts Institute of Technology,12.1,41
Armando Solar-Lezama,Ml,3,0.5,,,,,0000-0001-7604-8252,Massachusetts Institute of Technology,12.1,41
David A. Sontag,Ml,2,0.4,13947.0,46.0,87.0,http://people.csail.mit.edu/dsontag/,,Massachusetts Institute of Technology,12.1,41
Saman P. Amarasinghe,,1,0.2,25998.0,72.0,164.0,http://people.csail.mit.edu/saman,0000-0002-7231-7643,Massachusetts Institute of Technology,12.1,41
Tamara Broderick,Ml,1,0.3,2583.0,25.0,39.0,http://www.tamarabroderick.com/,,Massachusetts Institute of Technology,12.1,41
Srini Devadas,"Arch, Security",1,0.2,,,,,,Massachusetts Institute of Technology,12.1,41
Marzyeh Ghassemi,Ml,1,0.2,6010.0,39.0,78.0,http://www.marzyehghassemi.com/,0000-0001-6349-7251,Massachusetts Institute of Technology,12.1,41
Tommi S. Jaakkola,Ml,1,0.2,,,,,,Massachusetts Institute of Technology,12.1,41
Patrick Jaillet,Ml,1,0.2,10432.0,50.0,148.0,http://web.mit.edu/jaillet/www/,0000-0002-8585-6566,Massachusetts Institute of Technology,12.1,41
Stefanie Jegelka,Ml,1,0.3,12476.0,44.0,85.0,http://people.csail.mit.edu/stefje/,,Massachusetts Institute of Technology,12.1,41
Jeffrey H. Lang,,1,0.2,,,,,0000-0002-5765-4369,Massachusetts Institute of Technology,12.1,41
Samuel Madden,,1,0.3,61620.0,108.0,259.0,http://db.csail.mit.edu/madden,0000-0003-1097-0732,Massachusetts Institute of Technology,12.1,41
Ankur Moitra,Theory,1,0.2,,,,,,Massachusetts Institute of Technology,12.1,41
Asuman E. Ozdaglar,Ml,1,0.3,,,,,0000-0002-1827-1285,Massachusetts Institute of Technology,12.1,41
Ron Weiss,,1,0.2,81176.0,46.0,69.0,http://ronw.net/,0000-0003-0396-2443,Massachusetts Institute of Technology,12.1,41
Ryan Williams,,1,0.3,7752.0,25.0,37.0,http://ramganeshan.com/,0000-0002-4706-8999,Massachusetts Institute of Technology,12.1,41
Virginia Vassilevska Williams,Theory,1,0.3,,,,,,Massachusetts Institute of Technology,12.1,41
Jennifer Mankoff,Hci,45,9.1,11432.0,58.0,149.0,http://make4all.org/jennifer-mankoff,,University of Washington,11.8,52
Shwetak N. Patel,,45,8.3,16789.0,63.0,176.0,http://shwetak.com/,0000-0002-6300-4389,University of Washington,11.8,52
Anind K. Dey,Hci,37,8.0,53206.0,82.0,258.0,https://ischool.uw.edu/people/faculty/profile/anind,0000-0002-3004-0770,University of Washington,11.8,52
Jacob O. Wobbrock,Hci,36,11.8,20279.0,71.0,162.0,http://faculty.uw.edu/wobbrock/,0000-0003-3675-5491,University of Washington,11.8,52
Byron Boots,"Robotics, Ml",34,8.2,5939.0,39.0,96.0,https://homes.cs.washington.edu/~bboots/,,University of Washington,11.8,52
Jeffrey Heer,"Hci, Visualization",34,10.7,28372.0,81.0,150.0,http://jheer.org/,0000-0002-6175-1655,University of Washington,11.8,52
Jon Froehlich,Hci,31,6.1,12061.0,45.0,98.0,http://jonfroehlich.github.io/,0000-0001-8291-3353,University of Washington,11.8,52
Julie A. Kientz,Hci,29,5.8,10376.0,55.0,102.0,http://faculty.washington.edu/jkientz,,University of Washington,11.8,52
Maya Cakmak,Robotics,28,7.8,6731.0,39.0,75.0,http://www.mayacakmak.com/,0000-0001-8457-6610,University of Washington,11.8,52
Leah Findlater,Hci,26,6.5,9222.0,41.0,101.0,http://faculty.uw.edu/leahkf,0000-0002-5619-4452,University of Washington,11.8,52
James Fogarty,Hci,26,6.4,9489.0,53.0,102.0,http://homes.cs.washington.edu/~jfogarty/,,University of Washington,11.8,52
Alexis Hiniker,Hci,26,5.7,2072.0,23.0,34.0,http://alexishiniker.com/,0000-0003-1607-0778,University of Washington,11.8,52
Katharina Reinecke,Hci,23,6.4,3578.0,28.0,52.0,https://homes.cs.washington.edu/~reinecke/,,University of Washington,11.8,52
Emanuel Todorov,Robotics,23,8.3,22636.0,56.0,109.0,http://www.cs.washington.edu/homes/todorov/,,University of Washington,11.8,52
Joshua R. Smith 0001,"Robotics, Networks, Hci",17,4.6,21838.0,72.0,178.0,http://sensor.cs.washington.edu/,0000-0002-5331-4770,University of Washington,11.8,52
Amy J. Ko,Hci,15,3.7,10090.0,48.0,112.0,http://faculty.washington.edu/ajko,0000-0001-7461-4783,University of Washington,11.8,52
Shyamnath Gollakota,"Networks, Mobile, Hci",13,3.6,,,,,0000-0002-9863-3054,University of Washington,11.8,52
Gary Hsieh,Hci,13,3.8,3716.0,30.0,52.0,http://faculty.washington.edu/garyhs/,0000-0002-9460-2568,University of Washington,11.8,52
Adriana Schulz,Graphics,13,2.3,,,,,0000-0002-2464-0876,University of Washington,11.8,52
Zoran Popovic,"Hci, Ai",12,2.7,21445.0,62.0,109.0,http://www.cs.washington.edu/homes/zoran,,University of Washington,11.8,52
Steven M. Seitz,,12,3.0,40753.0,80.0,162.0,http://www.cs.washington.edu/homes/seitz,,University of Washington,11.8,52
Amy X. Zhang,Hci,11,3.9,1410.0,21.0,31.0,http://homes.cs.washington.edu/~axz,0000-0001-9462-9835,University of Washington,11.8,52
Leilani Battle,"Hci, Db, Visualization",9,2.1,,,,,0000-0003-3870-636X,University of Washington,11.8,52
Richard J. Anderson,Hci,8,2.3,13032.0,58.0,221.0,http://www.cs.washington.edu/people/faculty/anderson,,University of Washington,11.8,52
Vikram Iyer,"Mobile, Hci, Networks",8,2.0,1435.0,14.0,16.0,https://homes.cs.washington.edu/~vsiyer/,0000-0002-3025-7953,University of Washington,11.8,52
Jamie Morgenstern,"Ml, Ecom",8,2.3,3851.0,25.0,36.0,http://jamiemorgenstern.com/,,University of Washington,11.8,52
Tadayoshi Kohno,Security,7,2.0,25975.0,70.0,158.0,http://www.cs.washington.edu/homes/yoshi/,0000-0002-4899-226X,University of Washington,11.8,52
Rajesh P. N. Rao,Robotics,6,1.6,22326.0,64.0,167.0,http://homes.cs.washington.edu/~rao/,0000-0003-0682-8952,University of Washington,11.8,52
Brian Curless,Vision,5,1.3,,,,,,University of Washington,11.8,52
Anna R. Karlin,,5,1.6,15444.0,51.0,88.0,http://www.cs.washington.edu/people/faculty/karlin,,University of Washington,11.8,52
Tanushree Mitra,Hci,5,1.9,,,,,0000-0003-1545-434X,University of Washington,11.8,52
Franziska Roesner,Security,5,1.7,9388.0,37.0,60.0,http://www.franziroesner.com/,,University of Washington,11.8,52
Alan Borning,,4,1.3,,,,,,University of Washington,11.8,52
Ira Kemelmacher-Shlizerman,Vision,4,1.8,5947.0,30.0,37.0,http://irakemelmacher.com/,,University of Washington,11.8,52
Tim Althoff,Web+ir,3,0.7,3386.0,26.0,35.0,http://www.timalthoff.com/,0000-0003-4793-2289,University of Washington,11.8,52
Cecilia R. Aragon,Hci,3,0.6,9357.0,40.0,82.0,http://faculty.washington.edu/aragon,0000-0002-9502-0965,University of Washington,11.8,52
Jeff A. Bilmes,Ml,3,0.7,36107.0,71.0,230.0,https://melodi.ece.uw.edu/people/bilmes,,University of Washington,11.8,52
Rastislav Bodík,,3,0.8,15075.0,46.0,85.0,http://homes.cs.washington.edu/~bodik,,University of Washington,11.8,52
René Just,"Se, Hci",3,0.7,3808.0,23.0,36.0,http://homes.cs.washington.edu/~rjust,0000-0002-5982-275X,University of Washington,11.8,52
Luke Zettlemoyer,Nlp,3,0.7,58127.0,86.0,179.0,https://www.cs.washington.edu/people/faculty/lsz,,University of Washington,11.8,52
Michael D. Ernst,,2,0.6,22369.0,68.0,140.0,http://homes.cs.washington.edu/~mernst/,0000-0001-9379-277X,University of Washington,11.8,52
Abhishek Gupta,Hci,2,0.3,6083.0,29.0,35.0,http://abhishekunique.github.io/,0000-0002-7355-4173,University of Washington,11.8,52
Kevin G. Jamieson,Ml,2,0.3,4740.0,24.0,37.0,https://homes.cs.washington.edu/~jamieson/about.html,0000-0003-2054-2985,University of Washington,11.8,52
Ranjay Krishna,Vision,2,0.2,,,,,0000-0001-8784-2531,University of Washington,11.8,52
Zachary Tatlock,Pl,2,0.5,2587.0,24.0,38.0,https://ztatlock.net/,,University of Washington,11.8,52
Sheng Wang 0012,Nlp,1,0.5,1204.0,17.0,24.0,https://homes.cs.washington.edu/~swang/,,University of Washington,11.8,52
Yejin Choi,Nlp,1,0.1,26361.0,76.0,165.0,http://homes.cs.washington.edu/~yejin,0000-0003-3032-5378,University of Washington,11.8,52
Pang Wei Koh,Ml,1,0.3,8884.0,25.0,29.0,http://koh.pw/,0000-0003-4330-6969,University of Washington,11.8,52
Ratul Mahajan,Networks,1,0.3,21088.0,63.0,115.0,https://ratul.org/,,University of Washington,11.8,52
Georg Seelig,Arch,1,0.2,10419.0,38.0,55.0,http://www.seeliglab.org/,,University of Washington,11.8,52
Linda G. Shapiro,Vision,1,0.2,,,,,0000-0002-9495-0968,University of Washington,11.8,52
Noah A. Smith,Nlp,1,0.2,38531.0,93.0,295.0,http://nasmith.github.io/,,University of Washington,11.8,52
Seth Hutchinson 0001,Robotics,40,13.5,25514.0,50.0,148.0,https://www.cc.gatech.edu/~seth/,0000-0002-3949-6061,Georgia Institute of Technology,10.0,51
Frank Dellaert,Robotics,39,10.7,30150.0,73.0,193.0,https://dellaert.github.io/,0000-0002-5532-3566,Georgia Institute of Technology,10.0,51
Sonia Chernova,Robotics,29,8.1,8414.0,34.0,80.0,http://cc.gatech.edu/~chernova,0000-0001-6320-0825,Georgia Institute of Technology,10.0,51
Munmun De Choudhury,Hci,29,6.6,14142.0,62.0,135.0,http://www.munmund.net/,0000-0002-8939-264X,Georgia Institute of Technology,10.0,51
Thomas Plötz,Hci,28,6.6,8541.0,45.0,119.0,http://www.thomasploetz.de/,0000-0002-1243-7563,Georgia Institute of Technology,10.0,51
Alex Endert,Visualization,23,5.1,4728.0,35.0,73.0,http://va.gatech.edu/endert,0000-0002-6914-610X,Georgia Institute of Technology,10.0,51
Thad Starner,Hci,22,3.6,38191.0,84.0,275.0,http://www.cc.gatech.edu/~thad,,Georgia Institute of Technology,10.0,51
Andrea Thomaz,Robotics,20,6.0,,,,,,Georgia Institute of Technology,10.0,51
John T. Stasko,"Visualization, Hci",18,5.0,24293.0,73.0,217.0,http://faculty.cc.gatech.edu/~stasko,0000-0003-4129-7659,Georgia Institute of Technology,10.0,51
James M. Rehg,Vision,17,3.7,29586.0,84.0,245.0,http://rehg.org/,0000-0003-1793-5462,Georgia Institute of Technology,10.0,51
Andrea G. Parker,Hci,16,3.1,2261.0,24.0,42.0,https://faculty.cc.gatech.edu/~andrea/,,Georgia Institute of Technology,10.0,51
Greg Turk,"Graphics, Robotics",14,3.3,21337.0,60.0,93.0,http://www.cc.gatech.edu/~turk/,,Georgia Institute of Technology,10.0,51
Irfan A. Essa,"Vision, Hci",13,3.4,21575.0,67.0,174.0,http://www.irfanessa.com/,,Georgia Institute of Technology,10.0,51
Zsolt Kira,"Vision, Robotics",12,4.4,5182.0,30.0,49.0,https://www.cc.gatech.edu/~zk15,0000-0002-2626-2004,Georgia Institute of Technology,10.0,51
Rosa I. Arriaga,Hci,11,2.5,2525.0,22.0,40.0,https://www.cc.gatech.edu/people/rosa-arriaga,0000-0002-8642-7245,Georgia Institute of Technology,10.0,51
Danfei Xu,"Robotics, Vision",11,2.1,4733.0,22.0,23.0,https://faculty.cc.gatech.edu/~danfei/,0000-0002-8744-3861,Georgia Institute of Technology,10.0,51
Lauren Wilcox,Hci,10,2.0,,,,,0000-0001-6598-1733,Georgia Institute of Technology,10.0,51
Amy S. Bruckman,Hci,8,2.1,14926.0,61.0,139.0,http://www.cc.gatech.edu/~asb,0000-0003-3731-7047,Georgia Institute of Technology,10.0,51
W. Keith Edwards,Hci,8,2.0,14688.0,61.0,143.0,http://www.cc.gatech.edu/~keith,,Georgia Institute of Technology,10.0,51
Rebecca E. Grinter,Hci,8,2.4,17386.0,68.0,119.0,http://www.cc.gatech.edu/~beki,,Georgia Institute of Technology,10.0,51
Diyi Yang,Nlp,8,2.0,9561.0,38.0,69.0,http://www.diyiyang.com/,,Georgia Institute of Technology,10.0,51
Srinivas Aluru,,7,1.8,13375.0,45.0,110.0,https://www.cc.gatech.edu/~saluru/,0000-0003-4279-469X,Georgia Institute of Technology,10.0,51
Polo Chau,Visualization,7,1.2,7684.0,46.0,114.0,https://faculty.cc.gatech.edu/~dchau/,0000-0001-9824-3323,Georgia Institute of Technology,10.0,51
Rahul C. Basole,Visualization,6,1.9,6471.0,38.0,69.0,https://www.linkedin.com/in/basole/,0000-0002-7328-5276,Georgia Institute of Technology,10.0,51
Betsy James DiSalvo,Hci,6,1.8,,,,,,Georgia Institute of Technology,10.0,51
Harish Ravichandar,Robotics,6,1.6,679.0,11.0,14.0,http://harishravichandar.com/,0000-0002-6635-2637,Georgia Institute of Technology,10.0,51
Jacob D. Abernethy,Ml,5,1.5,,,,,0000-0002-3115-6804,Georgia Institute of Technology,10.0,51
Ronald C. Arkin,Robotics,5,1.5,25579.0,63.0,184.0,http://www.cc.gatech.edu/aimosaic/faculty/arkin/index.html,0000-0003-2798-1817,Georgia Institute of Technology,10.0,51
James Hays,Vision,5,1.2,47606.0,53.0,77.0,http://www.cc.gatech.edu/~hays,0000-0001-7016-4252,Georgia Institute of Technology,10.0,51
Matthew C. Gombolay,"Robotics, Ai, Ml",4,1.2,1615.0,20.0,33.0,http://people.csail.mit.edu/gombolay,0000-0002-5321-6038,Georgia Institute of Technology,10.0,51
Charles L. Isbell Jr.,"Ml, Robotics",4,0.8,,,,,,Georgia Institute of Technology,10.0,51
Haesun Park,,4,0.8,17896.0,66.0,165.0,http://www.cc.gatech.edu/~hpark,0000-0001-6259-7170,Georgia Institute of Technology,10.0,51
Mark O. Riedl,Ai,3,0.5,9056.0,48.0,159.0,http://www.cc.gatech.edu/~riedl/,0000-0001-5283-6588,Georgia Institute of Technology,10.0,51
Bruce N. Walker,Hci,3,0.8,7215.0,44.0,113.0,http://sonify.psych.gatech.edu/~walkerb/,0000-0001-8503-5621,Georgia Institute of Technology,10.0,51
Sahil Singla 0001,Theory,2,0.6,1001.0,17.0,26.0,https://www.cc.gatech.edu/~ssingla7/,0000-0002-8800-6479,Georgia Institute of Technology,10.0,51
Chao Zhang 0014,Web+ir,2,0.2,5611.0,36.0,72.0,http://chaozhang.org/,0000-0003-3009-598X,Georgia Institute of Technology,10.0,51
Michael Bailey,"Security, Metrics",2,0.4,11266.0,45.0,77.0,http://mbailey.cc.gatech.edu/,,Georgia Institute of Technology,10.0,51
Judy Hoffman,Vision,2,0.4,21650.0,41.0,52.0,https://www.cc.gatech.edu/~judy/,,Georgia Institute of Technology,10.0,51
Melody Moore Jackson,Hci,2,0.3,,,,,,Georgia Institute of Technology,10.0,51
Mohit Singh,Theory,2,0.5,2734.0,28.0,49.0,https://www2.isye.gatech.edu/~msingh94/,0000-0002-8777-8434,Georgia Institute of Technology,10.0,51
Richard W. Vuduc,Hpc,2,0.5,8987.0,43.0,98.0,http://vuduc.org/,0000-0003-2178-138X,Georgia Institute of Technology,10.0,51
Ashok K. Goel 0001,Ai,1,0.2,,,,,,Georgia Institute of Technology,10.0,51
Frank Li 0001,Security,1,0.2,2878.0,20.0,24.0,https://frankli.ece.gatech.edu/,,Georgia Institute of Technology,10.0,51
Annie I. Antón,,1,0.5,,,,,,Georgia Institute of Technology,10.0,51
Tucker R. Balch,,1,0.1,15114.0,48.0,118.0,http://www.cc.gatech.edu/~tucker,,Georgia Institute of Technology,10.0,51
